Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Average_Spend,Family_Size,Age,Engagement,Spending_Ratio
2n Cycle,Married,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,55,6,7.857142857142857,2,40,0.07317073170731707,0.00250501002004008
Graduation,Married,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,976,23,40.666666666666664,2,70,0.3150684931506849,0.0145385211225645
PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,20,4,4.0,2,46,0.16666666666666666,0.0005434339591881096
Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,16,67.58823529411765,1,44,0.5333333333333333,0.015990759039162746
Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,43,5,7.166666666666667,1,65,0.06172839506172839,0.0015221238938053097
Master,Married,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,224,8,24.88888888888889,2,51,0.25806451612903225,0.004685310297224372
PhD,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,101,6,14.428571428571429,2,52,0.375,0.003959231673853391
PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,9,20.9,1,80,0.10344827586206896,0.004096994883657107
Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,968,20,46.095238095238095,1,41,0.2898550724637681,0.013711630805841608
PhD,Together,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,1165,16,68.52941176470588,1,74,0.2909090909090909,0.013636576458469895
Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,24,4,4.8,2,59,0.08888888888888889,0.0005625219735145904
Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,11,21.0,3,71,1.375,0.005917298706177941
Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,165,8,18.333333333333332,2,41,0.09090909090909091,0.005544168542723699
PhD,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,269,11,22.416666666666668,1,49,0.18333333333333332,0.009284185821771243
PhD,Together,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,102,6,14.571428571428571,2,53,0.35294117647058826,0.002586469215944822
2n Cycle,Married,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,461,18,24.263157894736842,1,42,9.0,0.007052056722399841
Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,47,5,7.833333333333333,2,47,0.07692307692307693,0.002327308739787076
PhD,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,144,7,18.0,3,50,0.0958904109589041,0.003390309365729623
Graduation,Married,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,1338,23,55.75,1,58,0.23232323232323232,0.020714960288585098
Graduation,Together,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,917,23,38.208333333333336,2,67,0.25,0.012873246950149509
Graduation,Together,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,318,12,24.46153846153846,3,55,1.3333333333333333,0.00919048582410913
Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,253,10,23.0,3,59,0.47619047619047616,0.00539388124933376
Graduation,Married,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,502,15,31.375,2,53,2.142857142857143,0.010225073836439556
Graduation,Together,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,119,6,17.0,2,43,0.10909090909090909,0.003298591861625457
2n Cycle,Together,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,1250,16,73.52941176470588,3,47,0.2191780821917808,0.020545693622616698
Graduation,Together,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,23,40.375,2,47,0.48936170212765956,0.012535737849131295
Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,6,10.857142857142858,3,76,0.5,0.0022335204396508653
PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,5,10.333333333333334,3,63,0.22727272727272727,0.001267401214252131
2n Cycle,Together,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,1382,25,53.15384615384615,1,64,0.2777777777777778,0.01682841591271629
Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,84,6,12.0,2,50,0.07228915662650602,0.002228234919624383
Graduation,Together,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,255,9,25.5,3,74,0.12857142857142856,0.007483492296404989
Master,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,43,4,8.6,3,66,0.07142857142857142,0.0015076610217033062
Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,398,13,28.428571428571427,2,71,0.9285714285714286,0.006364334143533325
Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,76,6,10.857142857142858,2,49,0.07407407407407407,0.0020951645806914043
Graduation,Together,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,902,13,64.42857142857143,3,62,0.1326530612244898,0.014226007412664617
2n Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,20,39.19047619047619,2,45,0.7142857142857143,0.010861101946552293
Graduation,Together,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,1179,24,47.16,2,50,0.24,0.01503500516469643
Graduation,Together,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1921,28,66.24137931034483,2,52,0.3181818181818182,0.025375480496149426
Master,Together,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,185,8,20.555555555555557,3,75,0.09302325581395349,0.003115212339608662
Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,14,28.866666666666667,3,60,0.45161290322580644,0.011680289174826684
Graduation,Married,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,34,4,6.8,3,75,0.04819277108433735,0.000760796598791676
Graduation,Together,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,22,39.43478260869565,2,68,1.0,0.016803142020823298
PhD,Single,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,416,25,16.0,3,60,0.26881720430107525,0.05822253324002799
Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,6,6.285714285714286,3,62,0.0625,0.0023526895519195806
Graduation,Married,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,1588,16,93.41176470588235,1,70,5.333333333333333,0.01757220316476707
PhD,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,1797,16,105.70588235294117,1,52,0.21333333333333335,0.02845155161494617
Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,40,4,8.0,3,60,0.08,0.0010593500887205699
PhD,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1143,15,71.4375,2,63,0.20833333333333334,0.024445014756833056
Master,Married,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,914,13,65.28571428571429,1,57,0.1780821917808219,0.011462971091741393
Graduation,Together,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,1502,11,125.16666666666667,1,34,0.15942028985507245,0.023762814833565373
Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1338,17,74.33333333333333,2,72,3.4,0.018564768564768564
PhD,Together,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,27,4,5.4,2,43,0.04938271604938271,0.001236207133373014
2n Cycle,Together,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,763,20,36.333333333333336,2,44,1.25,0.013024256183534472
Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,1331,21,60.5,1,75,0.29577464788732394,0.018413734903089247
Graduation,Married,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,525,16,30.88235294117647,3,70,0.17391304347826086,0.01041914741605144
PhD,Together,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,9,3,2.25,3,65,0.2727272727272727,0.00027620918242082
Graduation,Together,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,953,13,68.07142857142857,2,64,0.13,0.0152311847720117
Master,Divorced,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,68,5,11.333333333333334,3,55,0.19230769230769232,0.0015234339994623174
Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,7,16.375,3,55,0.2,0.003931926644055587
Graduation,Married,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,882,20,42.0,2,58,0.3448275862068966,0.013788144072036018
2n Cycle,Together,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1149,23,47.875,1,48,0.27058823529411763,0.02187987965114065
Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,37,4,7.4,2,57,0.07692307692307693,0.0014627975013837273
PhD,Widow,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,388,13,27.714285714285715,2,61,0.1326530612244898,0.007170313424009461
Graduation,Together,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,1428,15,89.25,1,40,1.0714285714285714,0.01821544741373812
Master,Married,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,1633,23,68.04166666666667,1,68,0.24731182795698925,0.020225414912063415
Master,Together,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,173,7,21.625,2,51,0.22580645161290322,0.007631230701367446
Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,99,7,12.375,2,39,0.22580645161290322,0.0033861203269829328
Graduation,Together,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,215,9,21.5,2,67,0.75,0.004787139294620591
PhD,Married,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,929,23,38.708333333333336,2,64,0.3150684931506849,0.01698540973415731
Graduation,Together,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,219,9,21.9,2,52,0.225,0.004544794239110133
Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,174,8,19.333333333333332,3,49,8.0,0.0031746031746031746
Graduation,Together,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,92,6,13.142857142857142,3,48,0.375,0.002212549000745533
PhD,Married,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,1052,24,42.08,1,56,1.8461538461538463,0.013094837994946288
Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,275,11,22.916666666666668,2,69,0.19298245614035087,0.005759886058981234
2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,587,14,39.13333333333333,2,71,0.35,0.00932145522684325
PhD,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1662,22,72.26086956521739,2,72,0.39285714285714285,0.028988035022848573
PhD,Together,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,159,8,17.666666666666668,2,44,0.13114754098360656,0.004920467908646407
Master,Widow,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,1024,17,56.888888888888886,1,73,0.22972972972972974,0.012053581938460813
Master,Divorced,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,35,5,5.833333333333333,2,58,0.054945054945054944,0.0012928486997635933
Master,Together,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,1042,14,69.46666666666667,1,69,0.16091954022988506,0.015290026265976022
Master,Together,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,395,14,26.333333333333332,3,61,0.3684210526315789,0.006008884020932213
PhD,Married,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,557,22,24.217391304347824,1,51,2.75,0.00641431647799901
PhD,Married,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,9,0,9.0,3,63,0.0,0.0022365805168986083
Graduation,Married,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,69,5,11.5,1,36,0.25,0.0022928158436897723
PhD,Married,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,486,15,30.375,2,60,1.0,0.008422001178386996
Graduation,Single,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,34,4,6.8,2,38,0.0547945205479452,0.0013595105761925706
2n Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,1365,27,48.75,1,31,0.47368421052631576,0.01639482091810997
Graduation,Together,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,13,3,3.25,2,51,0.03488372093023256,0.0005834567568780575
PhD,Married,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,1401,20,66.71428571428571,1,48,0.31746031746031744,0.01941518847006652
Graduation,Together,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,1574,13,112.42857142857143,1,65,6.5,0.024493860973218592
PhD,Single,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,1323,19,66.15,1,42,0.6551724137931034,0.01599100732467909
Master,Divorced,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1217,28,41.96551724137931,2,55,0.39436619718309857,0.0163815266990618
Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,103,6,14.714285714285714,4,75,0.07058823529411765,0.001769212271118898
Master,Together,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,84,6,12.0,1,50,0.06666666666666667,0.003995243757431629
PhD,Married,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,1536,22,66.78260869565217,1,54,0.2972972972972973,0.021906242423378068
Graduation,Together,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,581,16,34.1764705882353,2,41,0.37209302325581395,0.01075786472123984
PhD,Married,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,928,13,66.28571428571429,2,60,0.7647058823529411,0.013436812232132514
2n Cycle,Divorced,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,14,3,3.5,1,51,0.17647058823529413,0.0012228142195824963
Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,14,28.266666666666666,2,47,0.24561403508771928,0.006857956199657103
Graduation,Married,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,960,13,68.57142857142857,2,55,0.19696969696969696,0.013542680604342121
Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,19,77.75,1,44,1.7272727272727273,0.022500361742150195
Graduation,Widow,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,656,18,34.526315789473685,3,53,1.2857142857142858,0.010895381089205933
Master,Together,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,6,7.857142857142857,3,58,0.0759493670886076,0.0016722408026755853
Graduation,Single,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,20,4,4.0,2,42,0.07692307692307693,0.0005757218112208181
Master,Together,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,367,13,26.214285714285715,2,55,0.4642857142857143,0.012017420347752055
2n Cycle,Together,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,2257,21,102.5909090909091,1,49,0.6774193548387096,0.027415064316688328
PhD,Divorced,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,42,5,7.0,2,59,0.06944444444444445,0.0015763990541605676
Graduation,Divorced,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1049,24,41.96,2,62,0.24489795918367346,0.015000071497004275
Graduation,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,48,5,8.0,3,54,0.05952380952380952,0.0010785547366528852
PhD,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,685,19,34.25,2,78,4.75,0.011378548529094201
Graduation,Divorced,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,39,4,7.8,2,74,0.05555555555555555,0.0007856725558532605
2n Cycle,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,43,4,8.6,1,39,1.0,0.0018043724560446476
Master,Widow,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,835,18,43.94736842105263,1,67,1.125,0.025263221590221468
Graduation,Married,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,1515,19,75.75,1,68,0.3584905660377358,0.020780182701012263
PhD,Together,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,1039,24,41.56,2,75,2.6666666666666665,0.014906101602513521
Graduation,Divorced,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,1596,23,66.5,2,51,0.25555555555555554,0.02270237976700189
PhD,Married,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,1828,17,101.55555555555556,1,42,0.2537313432835821,0.025876224449351677
PhD,Married,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,34,4,6.8,2,57,0.17391304347826086,0.0011185314340230945
PhD,Divorced,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,149,8,16.555555555555557,2,58,0.14035087719298245,0.002943675049884426
Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,946,22,41.130434782608695,2,57,0.29333333333333333,0.015070173482229622
PhD,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,28,5,4.666666666666667,1,41,0.10204081632653061,0.0009241229083468101
Graduation,Single,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,450,15,28.125,2,42,0.22058823529411764,0.008585492425687794
PhD,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,46,4,9.2,3,69,0.16,0.001041761029078721
PhD,Divorced,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,1702,15,106.375,1,55,0.22058823529411764,0.01956771671648655
Graduation,Together,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,820,21,37.27272727272727,3,51,0.5384615384615384,0.010714332379496426
Graduation,Married,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,382,13,27.285714285714285,2,44,0.14942528735632185,0.009077515327218288
PhD,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,19,106.3,1,38,0.2087912087912088,0.03147438080151598
Master,Together,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,2069,19,103.45,1,37,0.2159090909090909,0.023399418690130173
Graduation,Married,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,72,5,12.0,2,41,0.07936507936507936,0.0023107288423890367
Graduation,Divorced,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,732,20,34.857142857142854,2,58,0.8333333333333334,0.011869243741081852
Graduation,Single,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,801,10,72.81818181818181,1,52,0.1,0.01148881239242685
Graduation,Divorced,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,236,10,21.454545454545453,2,77,0.3333333333333333,0.004800553284107321
Basic,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,80,4,16.0,2,48,0.07547169811320754,0.0032150464172326487
PhD,Single,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,1685,14,112.33333333333333,1,72,0.15384615384615385,0.018529922801152485
PhD,Single,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,277,27,9.892857142857142,1,81,2.7,0.0024354859981536026
PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,507,16,29.823529411764707,2,76,0.2222222222222222,0.00855075641306731
PhD,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,68,5,11.333333333333334,3,62,0.35714285714285715,0.001486013986013986
Graduation,Single,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,49,4,9.8,1,43,0.23529411764705882,0.0022122894938823422
Master,Married,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,397,14,26.466666666666665,1,39,0.14736842105263157,0.005409014115210638
Graduation,Divorced,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,39,6,5.571428571428571,2,55,0.07692307692307693,0.0013078470824949698
Graduation,Married,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,306,12,23.53846153846154,2,58,0.5714285714285714,0.00669745452953665
Graduation,Married,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,976,13,69.71428571428571,1,72,0.25,0.015536206045749033
PhD,Married,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,1028,24,41.12,2,55,0.2926829268292683,0.016993982675395095
Graduation,Together,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,70,6,10.0,2,40,0.08333333333333333,0.0021061499578770007
Graduation,Married,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,46,4,9.2,1,67,0.10810810810810811,0.0012884432244692173
Master,Married,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,51,4,10.2,2,46,0.041666666666666664,0.0016171993911719938
2n Cycle,Together,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,1263,21,57.40909090909091,1,66,0.6363636363636364,0.01364564538608641
